age,gender,daily_screen_time_min,social_media_time_min,negative_interactions_count,positive_interactions_count,sleep_hours,physical_activity_min,anxiety_level,stress_level,mood_level,mental_state
25,1,441,154,1,1,6.8,16,2,7,6,2
41,0,238,60,0,1,7.8,36,1,5,7,1
17,1,431,108,0,1,6.8,17,2,7,6,2
23,0,515,335,2,3,6.4,8,4,9,4,2
25,0,447,291,2,3,6.8,15,4,9,4,2
20,1,460,299,2,3,6.7,14,4,9,4,2
64,0,171,103,0,1,8.1,43,2,6,6,2
23,1,508,203,1,2,6.5,9,3,8,5,2
33,0,320,128,1,1,7.4,28,2,7,6,2
37,0,213,85,1,1,7.9,39,2,6,6,2
39,0,224,112,0,1,7.9,38,2,6,6,2
25,0,477,238,1,3,6.6,12,3,8,5,2
17,2,441,243,1,2,6.8,16,3,8,5,2
19,1,514,283,1,3,6.4,9,3,8,5,2
20,1,457,160,1,1,6.7,14,2,7,6,2
21,0,470,164,1,1,6.6,13,3,8,5,2
22,1,494,124,1,1,6.5,11,2,7,6,2
23,0,507,127,1,1,6.5,9,2,7,6,2
32,0,330,214,1,2,7.4,27,3,7,6,2
30,0,343,223,1,2,7.3,26,3,7,6,2
20,0,476,309,2,3,6.6,12,4,9,4,2
18,2,427,256,1,3,6.9,17,3,8,5,2
41,0,203,81,1,1,8.0,40,2,6,6,2
36,1,240,120,0,2,7.8,36,2,6,6,2
16,0,433,216,1,3,6.8,17,3,8,5,2
25,0,506,253,1,3,6.5,9,3,8,5,2
29,1,399,200,1,3,7.0,20,3,8,5,2
27,1,397,218,1,2,7.0,20,3,8,5,2
22,1,449,247,1,2,6.8,15,3,8,5,2
33,0,342,188,1,2,7.3,26,3,7,6,2
29,0,355,195,1,2,7.2,24,3,7,6,2
19,1,488,268,1,2,6.6,11,3,8,5,2
68,1,173,61,0,1,8.1,43,1,5,7,1
24,1,486,170,1,2,6.6,11,3,8,5,2
22,1,510,128,1,1,6.4,9,2,7,6,2
59,1,142,36,0,0,8.3,46,1,5,7,1
13,1,406,264,2,2,7.0,19,4,9,4,2
57,0,179,116,1,1,8.1,42,2,6,6,2
32,2,372,242,2,2,7.1,23,4,8,5,2
22,1,503,302,1,4,6.5,10,3,8,5,2
23,1,516,310,1,4,6.4,8,3,8,5,2
21,1,459,184,1,2,6.7,14,3,8,5,2
35,0,376,188,1,3,7.1,22,3,7,6,2
14,1,392,216,1,2,7.0,21,3,8,5,2
21,0,465,256,1,2,6.7,14,3,8,5,2
13,1,418,230,1,2,6.9,18,3,8,5,2
24,1,489,171,1,2,6.6,11,3,8,5,2
35,1,382,134,1,1,7.1,22,2,7,6,2
33,0,395,138,1,1,7.0,20,2,7,6,2
35,1,325,81,0,1,7.4,28,1,6,7,2
13,1,422,274,2,2,6.9,18,4,9,4,2
23,0,495,322,2,3,6.5,10,4,9,4,2
26,0,399,239,1,3,7.0,20,3,8,5,2
13,1,391,235,1,3,7.0,21,3,8,5,2
27,0,355,142,1,1,7.2,24,2,7,6,2
18,1,428,171,1,2,6.9,17,3,8,5,2
66,0,201,80,1,1,8.0,40,2,6,6,2
41,0,272,136,1,2,7.6,33,2,6,6,2
25,1,468,257,1,2,6.7,13,3,8,5,2
22,1,505,177,1,2,6.5,10,3,8,5,2
38,0,278,97,0,1,7.6,32,2,6,6,2
40,0,210,74,0,1,8.0,39,1,5,7,1
44,0,221,55,0,0,7.9,38,1,5,7,1
49,0,198,129,1,1,8.0,40,2,6,6,2
20,0,511,332,2,3,6.4,9,4,9,4,2
28,1,323,210,1,2,7.4,28,3,7,6,2
23,1,454,272,1,4,6.7,15,3,8,5,2
24,0,467,280,1,4,6.7,13,3,8,5,2
43,0,251,100,1,1,7.7,35,2,6,6,2
33,1,327,164,1,2,7.4,27,3,7,6,2
24,1,460,230,1,3,6.7,14,3,8,5,2
43,0,244,134,1,1,7.8,36,2,6,6,2
33,0,377,207,1,2,7.1,22,3,7,6,2
35,0,390,215,1,2,7.0,21,3,8,5,2
21,1,440,154,1,1,6.8,16,2,7,6,2
21,0,453,159,1,1,6.7,15,2,7,6,2
23,0,466,163,1,1,6.7,13,3,8,5,2
29,0,359,126,1,1,7.2,24,2,7,6,2
23,1,477,119,0,1,6.6,12,2,7,6,2
35,1,370,92,0,1,7.2,23,2,6,6,2
62,0,203,51,0,0,8.0,40,1,5,7,1
22,1,516,129,1,1,6.4,8,2,7,6,2
22,1,514,334,2,3,6.4,9,4,9,4,2
60,0,146,95,1,1,8.3,45,2,6,6,2
58,1,170,102,0,1,8.2,43,2,6,6,2
52,1,183,110,0,1,8.1,42,2,6,6,2
32,0,376,226,1,3,7.1,22,3,7,6,2
39,1,267,107,1,1,7.7,33,2,6,6,2
28,0,343,172,1,2,7.3,26,3,7,6,2
45,1,236,118,0,2,7.8,36,2,6,6,2
65,0,200,110,0,1,8.0,40,2,6,6,2
57,0,213,117,0,1,7.9,39,2,6,6,2
21,1,445,245,1,2,6.8,16,3,8,5,2
19,0,458,252,1,2,6.7,14,3,8,5,2
19,1,456,160,1,1,6.7,14,2,7,6,2
33,1,373,93,0,1,7.1,23,2,6,6,2
21,1,449,292,2,3,6.8,15,4,9,4,2
46,0,186,112,0,1,8.1,41,2,6,6,2
19,0,442,177,1,2,6.8,16,3,8,5,2
25,0,479,240,1,3,6.6,12,3,8,5,2
18,1,432,216,1,3,6.8,17,3,8,5,2
26,0,385,192,1,3,7.1,22,3,7,6,2
17,0,456,251,1,2,6.7,14,3,8,5,2
20,1,448,246,1,2,6.8,15,3,8,5,2
35,1,352,123,1,1,7.2,25,2,7,6,2
20,1,485,170,1,2,6.6,12,3,8,5,2
33,0,378,132,1,1,7.1,22,2,7,6,2
21,1,511,179,1,2,6.4,9,3,8,5,2
31,1,389,97,0,1,7.1,21,2,6,6,2
37,0,201,50,0,0,8.0,40,1,5,7,1
19,1,454,114,0,1,6.7,15,2,7,6,2
44,1,227,57,0,1,7.9,37,1,5,7,1
30,0,345,224,1,2,7.3,26,3,7,6,2
22,0,478,311,2,3,6.6,12,4,9,4,2
25,1,502,301,1,4,6.5,10,3,8,5,2
25,0,515,309,1,4,6.4,8,3,8,5,2
48,1,158,63,0,1,8.2,44,1,5,7,1
42,0,231,92,1,1,7.8,37,2,6,6,2
16,1,435,218,1,3,6.8,16,3,8,5,2
61,1,208,104,0,1,8.0,39,2,6,6,2
33,1,320,160,1,2,7.4,28,2,7,6,2
37,1,211,116,0,1,7.9,39,2,6,6,2
23,0,464,255,1,2,6.7,14,3,8,5,2
24,0,488,171,1,2,6.6,11,3,8,5,2
18,0,441,154,1,1,6.8,16,2,7,6,2
36,1,274,96,0,1,7.6,33,2,6,6,2
29,1,324,81,0,1,7.4,28,1,6,7,2
33,0,337,84,0,1,7.3,26,1,6,7,2
37,0,241,157,1,1,7.8,36,2,6,6,2
24,0,494,321,2,3,6.5,11,4,9,4,2
21,1,507,330,2,3,6.5,9,4,9,4,2
68,0,218,131,1,2,7.9,38,2,6,6,2
18,1,390,234,1,3,7.0,21,3,8,5,2
15,0,414,166,1,1,6.9,19,3,8,5,2
33,0,367,147,1,1,7.2,23,2,7,6,2
25,0,511,256,1,3,6.4,9,3,8,5,2
22,0,443,222,1,3,6.8,16,3,8,5,2
23,0,456,228,1,3,6.7,14,3,8,5,2
16,1,409,204,1,3,7.0,19,3,8,5,2
24,0,482,241,1,3,6.6,12,3,8,5,2
21,1,467,257,1,2,6.7,13,3,8,5,2
32,1,360,198,1,2,7.2,24,3,7,6,2
24,0,493,271,1,2,6.5,11,3,8,5,2
14,0,444,155,1,1,6.8,16,2,7,6,2
21,1,460,115,0,1,6.7,14,2,7,6,2
43,0,233,58,0,1,7.8,37,1,5,7,1
20,0,486,122,1,1,6.6,11,2,7,6,2
23,0,499,125,1,1,6.5,10,2,7,6,2
62,1,197,128,1,1,8.0,40,2,6,6,2
20,0,510,332,2,3,6.4,9,4,9,4,2
39,2,213,128,1,2,7.9,39,2,6,6,2
24,0,466,280,1,4,6.7,13,3,8,5,2
37,1,239,143,1,2,7.8,36,2,6,6,2
33,1,372,223,1,3,7.1,23,3,7,6,2
24,0,490,196,1,2,6.6,11,3,8,5,2
30,1,383,153,1,1,7.1,22,2,7,6,2
25,0,516,206,1,2,6.4,8,3,8,5,2
34,1,326,163,1,2,7.4,27,3,7,6,2
35,1,339,170,1,2,7.3,26,3,7,6,2
45,0,243,134,1,1,7.8,36,2,6,6,2
25,0,520,182,1,2,6.4,8,3,8,5,2
19,0,452,158,1,1,6.7,15,2,7,6,2
22,0,476,119,0,1,6.6,12,2,7,6,2
25,1,489,122,1,1,6.6,11,2,7,6,2
55,1,213,138,1,1,7.9,39,2,6,6,2
39,1,205,133,1,1,8.0,40,2,6,6,2
26,1,338,220,1,2,7.3,26,3,7,6,2
53,1,169,101,0,1,8.2,43,2,6,6,2
57,1,182,109,0,1,8.1,42,2,6,6,2
16,1,446,178,1,2,6.8,15,3,8,5,2
32,1,342,171,1,2,7.3,26,3,7,6,2
41,1,235,118,0,2,7.8,36,2,6,6,2
20,0,488,244,1,3,6.6,11,3,8,5,2
19,0,501,250,1,3,6.5,10,3,8,5,2
20,1,499,274,1,2,6.5,10,3,8,5,2
20,1,512,282,1,3,6.4,9,3,8,5,2
57,1,144,79,0,1,8.3,46,1,5,7,1
16,0,397,218,1,2,7.0,20,3,8,5,2
32,1,350,193,1,2,7.2,25,3,7,6,2
25,0,483,266,1,2,6.6,12,3,8,5,2
15,1,395,138,1,1,7.0,20,2,7,6,2
34,1,348,122,1,1,7.3,25,2,7,6,2
52,1,192,48,0,0,8.0,41,1,5,7,1
25,1,448,291,2,3,6.8,15,4,9,4,2
32,0,341,222,1,2,7.3,26,3,7,6,2
35,0,365,219,1,3,7.2,24,3,7,6,2
23,1,441,176,1,2,6.8,16,3,8,5,2
20,1,454,182,1,2,6.7,15,3,8,5,2
57,0,167,67,0,1,8.2,43,1,5,7,1
26,1,360,144,1,1,7.2,24,2,7,6,2
31,1,358,179,1,2,7.2,24,3,7,6,2
22,0,515,283,1,3,6.4,8,3,8,5,2
31,0,327,180,1,2,7.4,27,3,7,6,2
35,0,340,187,1,2,7.3,26,3,7,6,2
39,0,231,81,0,1,7.8,37,1,5,7,1
32,1,364,127,1,1,7.2,24,2,7,6,2
19,0,508,127,1,1,6.5,9,2,7,6,2
29,1,320,80,0,1,7.4,28,1,6,7,2
26,0,333,83,0,1,7.3,27,1,6,7,2
35,0,344,224,1,2,7.3,26,3,7,6,2
33,0,357,232,2,2,7.2,24,3,8,5,2
31,1,370,240,2,2,7.2,23,4,8,5,2
61,0,201,121,1,2,8.0,40,2,6,6,2
55,1,214,128,1,2,7.9,39,2,6,6,2
26,1,326,196,1,3,7.4,27,3,7,6,2
54,1,159,95,0,1,8.2,44,2,6,6,2
22,1,457,183,1,2,6.7,14,3,8,5,2
40,0,254,127,1,2,7.7,35,2,6,6,2
27,0,330,182,1,2,7.4,27,3,7,6,2
14,0,427,149,1,1,6.9,17,2,7,6,2
19,1,500,175,1,2,6.5,10,3,8,5,2
19,0,513,180,1,2,6.4,9,3,8,5,2
14,0,385,135,1,1,7.1,22,2,7,6,2
64,0,143,36,0,0,8.3,46,1,5,7,1
30,1,336,84,0,1,7.3,26,1,6,7,2
30,0,349,87,0,1,7.3,25,1,6,7,2
19,1,482,120,0,1,6.6,12,2,7,6,2
44,0,240,156,1,1,7.8,36,2,6,6,2
19,0,493,320,2,3,6.5,11,4,9,4,2
36,0,266,173,1,2,7.7,33,3,7,6,2
14,0,457,274,1,4,6.7,14,3,8,5,2
47,1,149,89,0,1,8.3,45,1,5,7,1
20,0,462,277,1,4,6.7,14,3,8,5,2
25,1,473,189,1,2,6.6,13,3,8,5,2
58,0,186,74,0,1,8.1,41,1,5,7,1
59,1,199,80,1,1,8.0,40,2,6,6,2
20,1,510,255,1,3,6.4,9,3,8,5,2
13,0,406,223,1,2,7.0,19,3,8,5,2
22,1,479,263,1,2,6.6,12,3,8,5,2
19,1,492,271,1,2,6.5,11,3,8,5,2
16,2,445,245,1,2,6.8,16,3,8,5,2
16,2,443,155,1,1,6.8,16,2,7,6,2
25,0,516,181,1,2,6.4,8,3,8,5,2
24,1,459,115,0,1,6.7,14,2,7,6,2
27,1,352,88,0,1,7.2,25,1,6,7,2
22,1,496,322,2,3,6.5,10,4,9,4,2
22,1,509,331,2,3,6.5,9,4,9,4,2
23,0,452,271,1,4,6.7,15,3,8,5,2
21,0,489,196,1,2,6.6,11,3,8,5,2
21,0,445,222,1,3,6.8,16,3,8,5,2
27,0,338,169,1,2,7.3,26,3,7,6,2
39,0,231,116,0,2,7.8,37,2,6,6,2
20,0,482,265,1,2,6.6,12,3,8,5,2
24,1,519,182,1,2,6.4,8,3,8,5,2
30,1,331,116,0,1,7.3,27,2,6,6,2
38,1,224,78,0,1,7.9,38,1,5,7,1
21,0,475,119,0,1,6.6,12,2,7,6,2
14,1,428,107,0,1,6.9,17,2,7,6,2
24,0,512,333,2,3,6.4,9,4,9,4,2
20,0,444,289,2,3,6.8,16,4,9,4,2
25,0,468,281,1,4,6.7,13,3,8,5,2
23,0,481,289,1,4,6.6,12,3,8,5,2
43,0,265,106,1,1,7.7,34,2,6,6,2
15,1,458,183,1,2,6.7,14,3,8,5,2
18,0,401,200,1,3,7.0,20,3,8,5,2
25,0,474,237,1,3,6.6,13,3,8,5,2
33,0,367,184,1,2,7.2,23,3,7,6,2
40,0,258,142,1,1,7.7,34,2,6,6,2
24,1,511,281,1,2,6.4,9,3,8,5,2
34,0,334,117,0,1,7.3,27,2,6,6,2
35,0,347,121,1,1,7.3,25,2,7,6,2
23,0,480,168,1,1,6.6,12,3,8,5,2
26,0,371,93,0,1,7.1,23,2,6,6,2
24,0,504,126,1,1,6.5,10,2,7,6,2
36,0,207,135,1,1,8.0,39,2,6,6,2
25,1,460,299,2,3,6.7,14,4,9,4,2
31,1,353,229,2,2,7.2,25,3,8,5,2
29,0,364,218,1,3,7.2,24,3,7,6,2
31,1,377,226,1,3,7.1,22,3,7,6,2
37,0,270,162,1,2,7.6,33,2,6,6,2
25,1,442,265,1,4,6.8,16,3,8,5,2
24,1,455,273,1,4,6.7,14,3,8,5,2
29,1,320,128,1,1,7.4,28,2,7,6,2
33,1,333,133,1,1,7.3,27,2,7,6,2
18,1,406,162,1,1,7.0,19,2,7,6,2
19,1,477,238,1,3,6.6,12,3,8,5,2
13,1,454,250,1,2,6.7,15,3,8,5,2
42,1,230,80,0,1,7.8,37,1,5,7,1
38,1,243,85,0,1,7.8,36,1,5,7,0
31,0,387,97,0,1,7.1,21,2,6,6,2
41,1,280,70,0,1,7.6,32,1,6,7,2
25,0,452,113,0,1,6.7,15,2,7,6,2
18,1,403,262,2,2,7.0,20,4,9,4,2
15,0,440,264,1,4,6.8,16,3,8,5,2
16,1,453,272,1,4,6.7,15,3,8,5,2
43,0,216,86,1,1,7.9,38,2,6,6,2
33,1,349,140,1,1,7.3,25,2,7,6,2
32,2,362,145,1,1,7.2,24,2,7,6,2
31,1,373,186,1,2,7.1,23,3,7,6,2
26,1,386,193,1,3,7.1,21,3,8,5,2
29,1,329,181,1,2,7.4,27,3,7,6,2
25,1,462,254,1,2,6.7,14,3,8,5,2
35,2,355,195,1,2,7.2,24,3,7,6,2
15,2,426,149,1,1,6.9,17,2,7,6,2
19,1,442,110,0,1,6.8,16,2,7,6,2
14,1,419,272,2,2,6.9,18,4,9,4,2
20,0,492,320,2,3,6.5,11,4,9,4,2
15,0,445,289,2,3,6.8,16,4,9,4,2
29,0,396,238,1,3,7.0,20,3,8,5,2
18,0,388,233,1,3,7.1,21,3,8,5,2
44,0,232,93,1,1,7.8,37,2,6,6,2
35,1,365,146,1,1,7.2,24,2,7,6,2
23,1,498,199,1,2,6.5,10,3,8,5,2
32,1,389,194,1,3,7.1,21,3,8,5,2
16,0,381,190,1,3,7.1,22,3,7,6,2
28,0,345,190,1,2,7.3,26,3,7,6,2
23,1,478,263,1,2,6.6,12,3,8,5,2
51,0,202,71,0,1,8.0,40,1,5,7,1
37,0,275,96,0,1,7.6,32,2,6,6,2
59,1,147,51,0,0,8.3,45,1,5,7,1
16,1,400,140,1,1,7.0,20,2,7,6,2
24,0,458,114,0,1,6.7,14,2,7,6,2
64,1,171,43,0,0,8.1,43,1,5,7,1
20,0,484,121,1,1,6.6,12,2,7,6,2
19,0,495,322,2,3,6.5,10,4,9,4,2
26,0,388,252,2,2,7.1,21,4,8,5,2
19,0,440,286,2,3,6.8,16,4,9,4,2
25,1,451,271,1,4,6.7,15,3,8,5,2
19,0,464,278,1,4,6.7,14,3,8,5,2
21,0,488,195,1,2,6.6,11,3,8,5,2
42,2,261,104,1,1,7.7,34,2,6,6,2
32,0,394,158,1,1,7.0,21,2,7,6,2
26,0,324,162,1,2,7.4,28,2,7,6,2
44,0,217,108,0,1,7.9,38,2,6,6,2
37,0,241,133,1,1,7.8,36,2,6,6,2
23,0,518,181,1,2,6.4,8,3,8,5,2
32,1,330,115,0,1,7.4,27,2,6,6,2
28,1,343,120,0,1,7.3,26,2,6,6,2
27,1,356,125,1,1,7.2,24,2,7,6,2
20,1,474,118,0,1,6.6,13,2,7,6,2
25,1,511,332,2,3,6.4,9,4,9,4,2
26,0,323,210,1,2,7.4,28,3,7,6,2
45,1,216,140,1,1,7.9,38,2,6,6,2
20,1,469,305,2,3,6.7,13,4,9,4,2
15,0,422,274,2,2,6.9,18,4,9,4,2
22,0,467,280,1,4,6.7,13,3,8,5,2
38,1,240,144,1,2,7.8,36,2,6,6,2
32,1,384,154,1,1,7.1,22,2,7,6,2
19,1,460,230,1,3,6.7,14,3,8,5,2
44,1,233,116,0,2,7.8,37,2,6,6,2
62,1,197,108,0,1,8.0,40,2,6,6,2
18,1,450,248,1,2,6.8,15,3,8,5,2
32,0,322,177,1,2,7.4,28,3,7,6,2
22,0,455,250,1,2,6.7,14,3,8,5,2
28,0,333,117,0,1,7.3,27,2,6,6,2
45,0,226,79,0,1,7.9,37,1,5,7,1
13,0,419,147,1,1,6.9,18,2,7,6,2
28,1,370,92,0,1,7.2,23,2,6,6,2
30,0,383,96,0,1,7.1,22,2,6,6,2
21,1,516,129,1,1,6.4,8,2,7,6,2
40,0,208,52,0,0,8.0,39,1,5,7,1
34,1,326,212,1,2,7.4,27,3,7,6,2
34,0,339,220,1,2,7.3,26,3,7,6,2
42,2,232,151,1,1,7.8,37,2,6,6,2
19,1,483,290,1,4,6.6,12,3,8,5,2
24,0,496,298,1,4,6.5,10,3,8,5,2
40,1,269,161,1,2,7.7,33,2,6,6,2
23,0,520,208,1,2,6.4,8,3,8,5,2
54,1,152,61,0,1,8.2,45,1,5,7,1
28,0,345,138,1,1,7.3,26,2,7,6,2
25,1,478,191,1,2,6.6,12,3,8,5,2
57,0,176,88,0,1,8.1,42,1,5,7,1
35,0,369,184,1,2,7.2,23,3,7,6,2
30,0,393,216,1,2,7.0,21,3,8,5,2
24,0,445,245,1,2,6.8,16,3,8,5,2
34,1,349,122,1,1,7.3,25,2,7,6,2
24,1,482,169,1,2,6.6,12,3,8,5,2
33,1,386,96,0,1,7.1,21,2,6,6,2
42,0,279,70,0,1,7.6,32,1,6,7,2
25,0,451,113,0,1,6.7,15,2,7,6,2
20,1,464,116,0,1,6.7,14,2,7,6,2
20,0,477,119,0,1,6.6,12,2,7,6,2
14,0,430,108,0,1,6.8,17,2,7,6,2
25,1,462,300,2,3,6.7,14,4,9,4,2
45,0,235,153,1,1,7.8,36,2,6,6,2
21,0,488,317,2,3,6.6,11,4,9,4,2
30,1,381,248,2,2,7.1,22,4,8,5,2
25,1,514,334,2,3,6.4,9,4,9,4,2
32,0,379,227,1,3,7.1,22,3,7,6,2
30,1,335,134,1,1,7.3,26,2,7,6,2
51,1,168,67,0,1,8.2,43,1,5,7,1
47,1,181,72,0,1,8.1,42,1,5,7,1
25,1,492,246,1,3,6.5,11,3,8,5,2
24,1,505,252,1,3,6.5,10,3,8,5,2
35,1,398,199,1,3,7.0,20,3,8,5,2
33,0,330,165,1,2,7.4,27,3,7,6,2
24,0,448,246,1,2,6.8,15,3,8,5,2
23,0,485,170,1,2,6.6,12,3,8,5,2
38,0,258,90,0,1,7.7,34,2,6,6,2
18,0,451,158,1,1,6.7,15,2,7,6,2
16,1,381,95,0,1,7.1,22,2,6,6,2
36,0,214,54,0,0,7.9,39,1,5,7,1
22,0,467,117,0,1,6.7,13,2,7,6,2
27,1,360,90,0,1,7.2,24,2,6,6,2
42,1,238,155,1,1,7.8,36,2,6,6,2
27,1,395,237,1,3,7.0,20,3,8,5,2
54,1,147,88,0,1,8.3,45,1,5,7,1
51,1,160,96,0,1,8.2,44,2,6,6,2
13,1,411,164,1,1,6.9,19,3,8,5,2
34,1,364,146,1,1,7.2,24,2,7,6,2
22,1,508,254,1,3,6.5,9,3,8,5,2
21,1,440,220,1,3,6.8,16,3,8,5,2
22,0,453,226,1,3,6.7,15,3,8,5,2
53,1,166,83,0,1,8.2,43,1,5,7,1
40,1,224,123,1,1,7.9,38,2,6,6,2
30,0,357,196,1,2,7.2,24,3,7,6,2
19,1,490,270,1,2,6.6,11,3,8,5,2
25,0,503,277,1,2,6.5,10,3,8,5,2
30,0,396,218,1,2,7.0,20,3,8,5,2
30,1,381,133,1,1,7.1,22,2,7,6,2
24,1,514,180,1,2,6.4,9,3,8,5,2
52,0,146,51,0,0,8.3,45,1,5,7,1
21,1,459,161,1,1,6.7,14,2,7,6,2
37,1,232,81,0,1,7.8,37,1,5,7,1
30,0,337,84,0,1,7.3,26,1,6,7,2
35,1,350,88,0,1,7.2,25,1,6,7,2
21,1,494,321,2,3,6.5,11,4,9,4,2
22,0,507,330,2,3,6.5,9,4,9,4,2
59,1,220,143,1,1,7.9,38,2,6,6,2
26,0,332,216,1,2,7.3,27,3,7,6,2
63,0,150,90,0,1,8.2,45,2,6,6,2
18,1,403,242,1,3,7.0,20,3,8,5,2
25,0,476,286,1,4,6.6,12,3,8,5,2
19,1,489,293,1,4,6.6,11,3,8,5,2
16,0,427,171,1,2,6.9,17,3,8,5,2
51,0,200,80,1,1,8.0,40,2,6,6,2
18,1,383,192,1,3,7.1,22,3,7,6,2
14,0,396,198,1,3,7.0,20,3,8,5,2
35,1,349,174,1,2,7.3,25,3,7,6,2
23,1,482,241,1,3,6.6,12,3,8,5,2
32,0,360,198,1,2,7.2,24,3,7,6,2
15,1,457,160,1,1,6.7,14,2,7,6,2
19,1,449,157,1,1,6.8,15,2,7,6,2
20,0,462,162,1,1,6.7,14,2,7,6,2
20,1,473,118,0,1,6.6,13,2,7,6,2
39,1,246,62,0,1,7.8,35,1,5,7,0
25,1,510,332,2,3,6.4,9,4,9,4,2
19,0,466,280,1,4,6.7,13,3,8,5,2
34,0,383,153,1,1,7.1,22,2,7,6,2
26,1,396,158,1,1,7.0,20,2,7,6,2
51,0,148,59,0,1,8.3,45,1,5,7,1
27,0,339,170,1,2,7.3,26,3,7,6,2
61,1,172,86,0,1,8.1,43,1,5,7,1
31,0,376,207,1,2,7.1,22,3,7,6,2
19,0,509,280,1,2,6.5,9,3,8,5,2
25,0,441,243,1,2,6.8,16,3,8,5,2
23,0,452,158,1,1,6.7,15,2,7,6,2
44,0,249,62,0,1,7.8,35,1,5,7,0
13,1,442,110,0,1,6.8,16,2,7,6,2
43,1,205,133,1,1,8.0,40,2,6,6,2
39,0,218,142,1,1,7.9,38,2,6,6,2
22,1,482,289,1,4,6.6,12,3,8,5,2
21,0,495,297,1,4,6.5,10,3,8,5,2
21,0,508,305,1,4,6.5,9,3,8,5,2
15,0,459,184,1,2,6.7,14,3,8,5,2
21,1,451,180,1,2,6.7,15,3,8,5,2
24,0,475,238,1,3,6.6,12,3,8,5,2
36,1,248,124,1,2,7.8,35,2,6,6,2
43,1,261,130,1,2,7.7,34,2,6,6,2
33,1,392,216,1,2,7.0,21,3,8,5,2
41,0,204,112,0,1,8.0,40,2,6,6,2
34,1,337,185,1,2,7.3,26,3,7,6,2
21,0,470,258,1,2,6.6,13,3,8,5,2
36,0,228,80,0,1,7.9,37,1,5,7,1
21,0,481,168,1,1,6.6,12,3,8,5,2
25,1,494,173,1,2,6.5,11,3,8,5,2
27,0,385,96,0,1,7.1,22,2,6,6,2
40,1,278,70,0,1,7.6,32,1,6,7,2
21,0,461,300,2,3,6.7,14,4,9,4,2
18,0,438,263,1,4,6.8,16,3,8,5,2
17,0,451,271,1,4,6.7,15,3,8,5,2
21,1,443,266,1,4,6.8,16,3,8,5,2
22,1,456,274,1,4,6.7,14,3,8,5,2
14,1,394,158,1,1,7.0,21,2,7,6,2
50,1,191,96,0,1,8.0,41,2,6,6,2
21,0,504,252,1,3,6.5,10,3,8,5,2
22,1,517,258,1,3,6.4,8,3,8,5,2
16,0,389,194,1,3,7.1,21,3,8,5,2
32,0,327,180,1,2,7.4,27,3,7,6,2
29,0,340,187,1,2,7.3,26,3,7,6,2
26,1,364,127,1,1,7.2,24,2,7,6,2
19,0,497,174,1,2,6.5,10,3,8,5,2
68,0,210,74,0,1,8.0,39,1,5,7,1
34,2,322,113,0,1,7.4,28,2,6,6,2
22,1,455,159,1,1,6.7,14,2,7,6,2
33,0,320,80,0,1,7.4,28,1,6,7,2
35,0,333,83,0,1,7.3,27,1,6,7,2
16,0,406,102,0,1,7.0,19,2,7,6,2
15,1,417,271,2,2,6.9,18,4,9,4,2
65,0,190,124,1,1,8.0,41,2,6,6,2
35,0,383,249,2,2,7.1,22,4,8,5,2
24,0,516,335,2,3,6.4,8,4,9,4,2
25,1,448,291,2,3,6.8,15,4,9,4,2
24,0,461,300,2,3,6.7,14,4,9,4,2
36,1,234,152,1,1,7.8,37,2,6,6,2
32,0,394,236,1,3,7.0,21,3,8,5,2
28,1,326,196,1,3,7.4,27,3,7,6,2
66,1,170,68,0,1,8.2,43,1,5,7,1
56,0,183,73,0,1,8.1,42,1,5,7,1
49,0,196,78,1,1,8.0,40,2,6,6,2
35,1,387,194,1,3,7.1,21,3,8,5,2
27,1,400,200,1,3,7.0,20,3,8,5,2
47,1,163,90,0,1,8.2,44,2,6,6,2
23,0,476,262,1,2,6.6,12,3,8,5,2
23,1,500,175,1,2,6.5,10,3,8,5,2
31,1,393,138,1,1,7.0,21,2,7,6,2
63,0,145,51,0,0,8.3,46,1,5,7,1
17,0,396,99,0,1,7.0,20,2,7,6,2
35,1,349,87,0,1,7.3,25,1,6,7,2
21,0,482,120,0,1,6.6,12,2,7,6,2
41,1,255,64,0,1,7.7,34,1,5,7,0
32,0,373,242,2,2,7.1,23,4,8,5,2
24,1,506,329,2,3,6.5,9,4,9,4,2
37,0,279,181,1,2,7.6,32,3,7,6,2
25,1,451,293,2,3,6.7,15,4,9,4,2
19,1,464,302,2,3,6.7,14,4,9,4,2
32,1,357,232,2,2,7.2,24,3,8,5,2
26,0,329,197,1,3,7.4,27,3,7,6,2
34,1,342,205,1,3,7.3,26,3,7,6,2
20,2,475,285,1,4,6.6,12,3,8,5,2
28,1,366,146,1,1,7.2,23,2,7,6,2
32,1,379,152,1,1,7.1,22,2,7,6,2
35,0,322,161,1,2,7.4,28,2,7,6,2
19,0,455,228,1,3,6.7,14,3,8,5,2
30,0,359,197,1,2,7.2,24,3,7,6,2
62,1,192,106,0,1,8.0,41,2,6,6,2
19,0,505,278,1,2,6.5,10,3,8,5,2
20,0,516,181,1,2,6.4,8,3,8,5,2
32,0,328,115,0,1,7.4,27,2,6,6,2
29,0,352,88,0,1,7.2,25,1,6,7,2
19,1,509,331,2,3,6.5,9,4,9,4,2
48,1,141,92,1,1,8.3,46,2,6,6,2
24,1,465,279,1,4,6.7,14,3,8,5,2
43,0,238,143,1,2,7.8,36,2,6,6,2
25,1,502,201,1,2,6.5,10,3,8,5,2
